class_id,class_name,confidence,track_id,bbox,mask
4,van,0.7479538917541504,1,"[1797.680419921875, 434.9990539550781, 1920.0, 495.47607421875]",
3,car,0.7945370674133301,2,"[1457.3343505859375, 243.14260864257812, 1602.6431884765625, 301.1916198730469]",
3,car,0.7178215980529785,3,"[1514.82470703125, 340.8522033691406, 1652.6875, 395.5364074707031]",
3,car,0.1291460543870926,4,"[530.763671875, 1036.9251708984375, 584.9969482421875, 1080.0]",
3,car,0.6449294686317444,5,"[617.783935546875, 815.3775634765625, 679.3897094726562, 960.83837890625]",
8,bus,0.6823775768280029,6,"[0.14649462699890137, 197.35134887695312, 107.82257843017578, 326.95294189453125]",
9,motor,0.1227139383554458,7,"[1906.590576171875, 536.7308349609375, 1920.0, 591.0300903320312]",
4,van,0.6764151453971863,8,"[613.8994140625, 946.18994140625, 679.4407958984375, 1079.78125]",
4,van,0.3941465318202972,9,"[172.13034057617188, 546.2835083007812, 274.4844665527344, 594.6407470703125]",
3,car,0.1487232148647308,10,"[1898.0048828125, 445.2613830566406, 1919.97119140625, 496.67803955078125]",
5,truck,0.4122745394706726,11,"[107.27902221679688, 544.3711547851562, 250.3186492919922, 596.4681396484375]",
0,pedestrian,0.129190906882286,12,"[859.6185302734375, 874.9335327148438, 881.9623413085938, 930.83154296875]",
8,bus,0.4521012306213379,13,"[0.014752496033906937, 203.5465545654297, 61.031917572021484, 324.5852966308594]",
9,motor,0.2522034049034118,14,"[109.2750015258789, 924.2193603515625, 165.17312622070312, 974.51806640625]",
5,truck,0.4087238013744354,18,"[64.3087158203125, 541.1502685546875, 217.6070098876953, 599.4134521484375]",
4,van,0.3723763525485992,19,"[617.93115234375, 823.128662109375, 679.2225341796875, 974.321044921875]",
4,van,0.4951151907444,20,"[1814.9039306640625, 437.5740051269531, 1919.9305419921875, 492.7666931152344]",
3,car,0.4282694458961487,25,"[1824.24072265625, 439.8350830078125, 1920.0, 492.0265808105469]",
3,car,0.4263432919979095,28,"[518.3406982421875, 946.0654907226562, 585.0733032226562, 1079.875732421875]",
4,van,0.2385420501232147,29,"[615.5047607421875, 889.8501586914062, 679.2144165039062, 1033.159423828125]",
4,van,0.5243954062461853,30,"[97.875244140625, 546.6675415039062, 200.0430908203125, 594.8899536132812]",
4,van,0.3476738035678863,31,"[1600.6502685546875, 335.4927062988281, 1750.849853515625, 396.661865234375]",
3,car,0.5729304552078247,32,"[843.5408325195312, 1029.3621826171875, 899.4342041015625, 1079.9991455078125]",
3,car,0.4378547966480255,34,"[615.5667724609375, 932.9405517578125, 681.7687377929688, 1079.931396484375]",
4,van,0.5178292393684387,37,"[359.7528381347656, 540.5669555664062, 501.4777526855469, 600.177734375]",
3,car,0.46954450011253357,40,"[0.0, 439.911865234375, 22.60552406311035, 494.7823181152344]",
8,bus,0.121938444674015,44,"[0.0, 198.0833740234375, 125.55972290039062, 326.7759094238281]",
4,van,0.4471641480922699,52,"[1783.5699462890625, 432.8770446777344, 1919.2518310546875, 498.4200134277344]",
0,pedestrian,0.145584836602211,64,"[1547.3253173828125, 554.9908447265625, 1582.203369140625, 573.8038940429688]",
3,car,0.3162936866283417,65,"[617.0426635742188, 952.6541748046875, 679.9747314453125, 1080.0]",
3,car,0.2772280275821686,68,"[1514.5721435546875, 341.15643310546875, 1653.641357421875, 395.4667053222656]",
0,pedestrian,0.2398457527160644,76,"[828.4548950195312, 731.0665283203125, 853.909423828125, 776.3003540039062]",
9,motor,0.5530505776405334,78,"[1715.4769287109375, 553.231689453125, 1770.1558837890625, 574.6970825195312]",
9,motor,0.4409677982330322,81,"[1754.864501953125, 552.2451782226562, 1814.56494140625, 575.0814819335938]",
3,car,0.4851987361907959,84,"[1514.6275634765625, 340.68035888671875, 1653.1207275390625, 396.01397705078125]",
0,pedestrian,0.3458052277565002,87,"[814.2435302734375, 699.71044921875, 836.0476684570312, 734.1524047851562]",
9,motor,0.1535362750291824,94,"[786.784423828125, 617.1266479492188, 808.3262329101562, 666.7006225585938]",
