class_id,class_name,confidence,track_id,bbox,mask
3,car,0.7516561150550842,1,"[1672.892578125, 432.1335144042969, 1843.0750732421875, 499.0660095214844]",
3,car,0.7810590863227844,2,"[1485.5267333984375, 240.44651794433594, 1624.98486328125, 301.8995666503906]",
3,car,0.6951984167098999,3,"[1513.820556640625, 340.5265808105469, 1651.8525390625, 396.2242736816406]",
3,car,0.1291460543870926,4,"[530.763671875, 1036.9251708984375, 584.9969482421875, 1080.0]",
3,car,0.6449294686317444,5,"[617.783935546875, 815.3775634765625, 679.3897094726562, 960.83837890625]",
5,truck,0.5230758786201477,6,"[0.0238740723580122, 199.34483337402344, 123.79393768310547, 327.4590759277344]",
9,motor,0.1227139383554458,7,"[1906.590576171875, 536.7308349609375, 1920.0, 591.0300903320312]",
4,van,0.535853922367096,8,"[614.2200317382812, 953.7825927734375, 678.9578857421875, 1080.0]",
4,van,0.3941465318202972,9,"[172.13034057617188, 546.2835083007812, 274.4844665527344, 594.6407470703125]",
4,van,0.24742084741592407,10,"[1901.309814453125, 445.4095764160156, 1920.0, 494.9683532714844]",
5,truck,0.4122745394706726,11,"[107.27902221679688, 544.3711547851562, 250.3186492919922, 596.4681396484375]",
0,pedestrian,0.129190906882286,12,"[859.6185302734375, 874.9335327148438, 881.9623413085938, 930.83154296875]",
4,van,0.39677420258522034,13,"[0.16720636188983917, 199.59396362304688, 122.53184509277344, 327.84246826171875]",
9,motor,0.2522034049034118,14,"[109.2750015258789, 924.2193603515625, 165.17312622070312, 974.51806640625]",
5,truck,0.4087238013744354,18,"[64.3087158203125, 541.1502685546875, 217.6070098876953, 599.4134521484375]",
4,van,0.3723763525485992,19,"[617.93115234375, 823.128662109375, 679.2225341796875, 974.321044921875]",
4,van,0.4951151907444,20,"[1814.9039306640625, 437.5740051269531, 1919.9305419921875, 492.7666931152344]",
3,car,0.4282694458961487,25,"[1824.24072265625, 439.8350830078125, 1920.0, 492.0265808105469]",
3,car,0.4263432919979095,28,"[518.3406982421875, 946.0654907226562, 585.0733032226562, 1079.875732421875]",
4,van,0.2385420501232147,29,"[615.5047607421875, 889.8501586914062, 679.2144165039062, 1033.159423828125]",
4,van,0.5243954062461853,30,"[97.875244140625, 546.6675415039062, 200.0430908203125, 594.8899536132812]",
4,van,0.3476738035678863,31,"[1600.6502685546875, 335.4927062988281, 1750.849853515625, 396.661865234375]",
3,car,0.6244865655899048,32,"[844.1370239257812, 1029.54541015625, 899.22998046875, 1079.994140625]",
3,car,0.5684654116630554,34,"[616.2609252929688, 935.4287719726562, 680.3076171875, 1079.779296875]",
4,van,0.31232473254203796,37,"[245.55856323242188, 543.43994140625, 393.3929748535156, 599.6358032226562]",
3,car,0.3128243088722229,40,"[0.04383598640561104, 439.2614440917969, 23.087251663208008, 495.3539123535156]",
8,bus,0.12193844467401505,44,"[0.0, 198.0833740234375, 125.55972290039062, 326.7759094238281]",
