class_id,class_name,confidence,track_id,bbox,mask
4,van,0.2837521433830261,1,"[1900.23828125, 428.65875244140625, 1920.0, 505.3550720214844]",0.0
3,car,0.8268877267837524,2,"[778.11669921875, 244.52462768554688, 912.9945678710938, 302.1844787597656]",1.0
3,car,0.7167530655860901,3,"[1514.297119140625, 340.1651306152344, 1653.6859130859375, 395.88458251953125]",0.0
3,car,0.1291460543870926,4,"[530.763671875, 1036.9251708984375, 584.9969482421875, 1080.0]",0.0
3,car,0.6449294686317444,5,"[617.783935546875, 815.3775634765625, 679.3897094726562, 960.83837890625]",0.0
8,bus,0.6823775768280029,6,"[0.14649462699890137, 197.35134887695312, 107.82257843017578, 326.95294189453125]",0.0
9,motor,0.1227139383554458,7,"[1906.590576171875, 536.7308349609375, 1920.0, 591.0300903320312]",0.0
3,car,0.1545710563659668,8,"[626.7092895507812, 1037.39501953125, 682.5783081054688, 1079.9964599609375]",0.0
4,van,0.3941465318202972,9,"[172.13034057617188, 546.2835083007812, 274.4844665527344, 594.6407470703125]",0.0
3,car,0.1487232148647308,10,"[1898.0048828125, 445.2613830566406, 1919.97119140625, 496.67803955078125]",0.0
5,truck,0.4122745394706726,11,"[107.27902221679688, 544.3711547851562, 250.3186492919922, 596.4681396484375]",0.0
0,pedestrian,0.129190906882286,12,"[859.6185302734375, 874.9335327148438, 881.9623413085938, 930.83154296875]",0.0
8,bus,0.1339764893054962,13,"[0.09361916035413742, 221.61248779296875, 28.115528106689453, 327.0585021972656]",0.0
9,motor,0.2522034049034118,14,"[109.2750015258789, 924.2193603515625, 165.17312622070312, 974.51806640625]",0.0
5,truck,0.4087238013744354,18,"[64.3087158203125, 541.1502685546875, 217.6070098876953, 599.4134521484375]",0.0
4,van,0.3723763525485992,19,"[617.93115234375, 823.128662109375, 679.2225341796875, 974.321044921875]",0.0
4,van,0.4951151907444,20,"[1814.9039306640625, 437.5740051269531, 1919.9305419921875, 492.7666931152344]",0.0
3,car,0.4282694458961487,25,"[1824.24072265625, 439.8350830078125, 1920.0, 492.0265808105469]",0.0
3,car,0.4263432919979095,28,"[518.3406982421875, 946.0654907226562, 585.0733032226562, 1079.875732421875]",0.0
4,van,0.2385420501232147,29,"[615.5047607421875, 889.8501586914062, 679.2144165039062, 1033.159423828125]",0.0
4,van,0.5243954062461853,30,"[97.875244140625, 546.6675415039062, 200.0430908203125, 594.8899536132812]",0.0
4,van,0.3476738035678863,31,"[1600.6502685546875, 335.4927062988281, 1750.849853515625, 396.661865234375]",0.0
3,car,0.6017571687698364,32,"[843.7467041015625, 1029.3314208984375, 899.1693725585938, 1080.0]",0.0
3,car,0.4378547966480255,34,"[615.5667724609375, 932.9405517578125, 681.7687377929688, 1079.931396484375]",0.0
3,car,0.5573910474777222,37,"[1512.456298828125, 535.2429809570312, 1646.4215087890625, 595.4512939453125]",0.0
3,car,0.520858108997345,40,"[0.014436802826821804, 443.7998352050781, 22.332468032836914, 495.15625]",1.0
8,bus,0.121938444674015,44,"[0.0, 198.0833740234375, 125.55972290039062, 326.7759094238281]",0.0
4,van,0.5522192716598511,52,"[1815.4500732421875, 433.82720947265625, 1920.0, 498.5743408203125]",0.0
0,pedestrian,0.145584836602211,64,"[1547.3253173828125, 554.9908447265625, 1582.203369140625, 573.8038940429688]",0.0
3,car,0.3162936866283417,65,"[617.0426635742188, 952.6541748046875, 679.9747314453125, 1080.0]",0.0
3,car,0.2772280275821686,68,"[1514.5721435546875, 341.15643310546875, 1653.641357421875, 395.4667053222656]",
0,pedestrian,0.2398457527160644,76,"[828.4548950195312, 731.0665283203125, 853.909423828125, 776.3003540039062]",
9,motor,0.5530505776405334,78,"[1715.4769287109375, 553.231689453125, 1770.1558837890625, 574.6970825195312]",
9,motor,0.4409677982330322,81,"[1754.864501953125, 552.2451782226562, 1814.56494140625, 575.0814819335938]",
3,car,0.4851987361907959,84,"[1514.6275634765625, 340.68035888671875, 1653.1207275390625, 396.01397705078125]",
0,pedestrian,0.3458052277565002,87,"[814.2435302734375, 699.71044921875, 836.0476684570312, 734.1524047851562]",
9,motor,0.1535362750291824,94,"[786.784423828125, 617.1266479492188, 808.3262329101562, 666.7006225585938]",
3,car,0.397310733795166,109,"[1514.468017578125, 340.9168701171875, 1652.9766845703125, 395.3206787109375]",
4,van,0.791037917137146,110,"[612.7476196289062, 99.80420684814453, 678.6244506835938, 244.8848114013672]",
0,pedestrian,0.4774794280529022,111,"[694.8873291015625, 511.6248779296875, 716.6698608398438, 546.2947387695312]",
0,pedestrian,0.4953893423080444,113,"[684.9121704101562, 489.44744873046875, 706.677490234375, 531.16650390625]",
5,truck,0.3574172556400299,117,"[614.5010986328125, 16.3785343170166, 679.1840209960938, 184.01626586914062]",
3,car,0.3695431053638458,120,"[63.296268463134766, 255.87533569335938, 129.02914428710938, 286.0953674316406]",
3,car,0.4539385437965393,121,"[1446.0771484375, 535.1538696289062, 1576.5928955078125, 596.1748046875]",
3,car,0.3835123181343078,127,"[1488.3236083984375, 536.3853759765625, 1622.0770263671875, 595.3937377929688]",
